SampleID	SeqProject	LCSETMax	ReadgroupsAggregated	GENDER	ANCESTRY	SeqTech	LibTech	Mean_Coverage	Contamination_Estimation	Percent_Chimeric_Reads	Median_Insert_Size	Standard_Deviation_Insert_Size	Percent_lt_30bp_frags	nEvalVariants	novelSites	nVariantsAtComp	nInsertions	nDeletions	InsDelRatio	nSingletons	nHets	nHomRef	nHomVar	HetHomeRatio	nTi	nTv	TiTvRatio	index	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	inferredAncestry	nEvalVariantsZscore	novelSitesZscore	nVariantsAtCompZscore	nInsertionsZscore	nDeletionsZscore	InsDelRatioZscore	nSingletonsZscore	nHetsZscore	nHomRefZscore	nHomVarZscore	HetHomeRatioZscore	nTiZscore	nTvZscore	TiTvRatioZscore	ANCESTRY-SeqTech	maxVcfzscore	flaggedReason
Sample-478	G80551	LCSET-6341	2	Male	White	HiSeqX	SAGE	56.467	0	0.007024	409	86.832	0.0053067	3894367	371652	3522715	191371	206015	0.93	14058	2459160	34559876	1435207	1.71	1969754	1054913	1.87	478	0.0185	0.0068	-0.0057	-0.0191	0.0601	0.0113	-0.0112	0.0293	-0.0082	0.0291	0.0361	0.0065	0.0011	-0.0245	0.0369	-0.0256	0.036	-0.0197	-0.0293	0.0468	EUR	1.897	2.251	1.437	3.409	1.339	2.023	0.241	1.43	2.302	0.368	0.674	0.407	1.475	1.349	White-HiSeqX	3.409	
Sample-479	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	30.122	0	0.005169	416	113.535	0.0500135	3757061	314574	3442487	177689	196587	0.9	14374	2317600	34478210	1439461	1.61	1963531	1035280	1.9	479	0.0179	0.0128	-0.008	0.0175	0.0111	0.0281	-0.0202	0.0239	0.0142	-0.0028	-0.0576	-0.0187	0.0118	0.0017	-0.0186	0.0221	0.0077	0.0215	-0.0144	-0.0199	EUR	0.87	0.989	0.679	0.928	1.121	0	0	1.055	0.32	0.551	1.012	0.017	0.521	0.674	White-HiSeqX	1.121	Percent_lt_30bp_frags>=0.01,
Sample-480	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE	29.7	0	0.006638	398	105.168	0.0603864	3757452	314597	3442855	178871	197096	0.91	13981	2366233	34590239	1391219	1.7	1977562	1040817	1.9	480	0.0171	0.0122	-0.0154	0.0069	-0.0161	-0.0338	-0.0143	-0.0054	0.0242	9e-04	-0.0117	-0.0154	-0.0354	0.0294	-0.0161	0.0293	-0.0219	0.0234	-0.0225	-0.006	EUR	0.862	0.987	0.669	0.553	0.988	0.674	0.3	0.202	3.039	1.53	0.506	0.897	0.042	0.674	White-HiSeqX	3.039	Percent_lt_30bp_frags>=0.01,
Sample-481	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	30.512	0	0.007731	421	81.312	0.0043074	3836652	349331	3487321	185462	205406	0.9	13406	2384871	34540929	1451781	1.64	1959310	1045473	1.87	481	0.0186	0.0079	0.0017	-0.0218	-8e-04	-0.0347	0.0152	0.0406	-0.0242	0.0428	-0.0093	-0.0114	-0.001	-0.0331	-0.0196	-0.0044	0.026	-0.0521	-0.0175	0.0326	EUR	0.734	0.984	0.503	1.536	1.18	0	0.738	0.126	1.842	1.083	0.506	0.248	0.515	1.349	White-HiSeqX	1.842	
Sample-482	G80551	LCSET-6341	2	Male	White	HiSeqX	SAGE	58.253	0	0.010046	423	95.995	0.0191727	3943418	398270	3545148	194660	209311	0.93	14563	2502092	34530078	1441326	1.74	1972282	1060293	1.86	482	0.0181	0.011	-0.0082	0.0011	0.0074	-0.0178	-0.0161	-0.0017	-0.0219	0.0058	0.0125	-0.0215	0.0119	0.0106	-0.0622	-0.0656	0.011	-0.0262	-0.0029	-0.0313	EUR	2.886	3.762	2.028	4.451	2.199	2.023	0.144	2.184	1.578	0.632	1.18	0.566	2.022	2.023	White-HiSeqX	4.451	nInsertionsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-483	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	29.109	0	0.008239	401	91.068	0.0230154	3741116	318243	3422873	178489	198029	0.9	13616	2306467	34610700	1434649	1.61	1959466	1033176	1.9	483	0.0193	0.0081	-0.0058	-0.0188	-0.0088	-0.0312	0.01	-0.0165	-0.0233	-0.0325	-0.0192	0.0011	-0.0341	0.0106	0.0195	0.0392	0.0189	0.0068	0.0303	0.0283	EUR	1.191	0.78	1.196	0.674	0.745	0	0.578	1.251	3.535	0.344	1.012	0.238	0.735	0.674	White-HiSeqX	3.535	Percent_lt_30bp_frags>=0.01,
Sample-484	G80551	LCSET-6341	1	Female	Asian	HiSeqX	SAGE	30.996	0	0.008142	409	111.413	0.0625661	3820367	330670	3489697	182849	202954	0.9	53645	2338898	34535139	1481469	1.58	2002167	1057236	1.89	484	-0.0056	-0.0367	-0.0034	-0.0141	-0.0349	-0.0079	0.0149	0.0031	0.0159	2e-04	-0.0152	-0.0217	0.0072	-9e-04	0.0048	0.0343	0.0066	-0.0157	0.024	0.0119	ASN	0.062	0.362	0.106	0.458	0.286	0.674	6.62	0.917	0.821	10.363	2.891	1.663	0.81	0.674	Asian-HiSeqX	10.363	nHomVarZscore>=4,nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-485	G80551	LCSET-6341	2	Male	African American	HiSeqX	SAGE	60.246	0.00027	0.008927	414	77.225	0.0038816	4673415	489776	4183639	224207	256294	0.87	56621	3217619	33781395	1455796	2.21	2383863	1265693	1.88	485	-0.0412	0.0186	0.0014	-0.0106	-0.0116	-0.0021	-0.0023	0.0051	-7e-04	-0.0203	-0.0073	0.0261	-0.0211	-0.0062	-0.0327	0.0107	7e-04	-0.0034	9e-04	0.0076	AFR	2.078	2.871	1.21	4.245	1.649	1.349	0.003	1.731	1.089	0.058	1.297	0.073	1.091	Inf	African American-HiSeqX	Inf	TiTvRatioZscore>=4,nInsertionsZscore>=4,
Sample-486	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	30.564	0	0.006064	402	107.34	0.0490994	3801784	333707	3468077	178342	201513	0.89	14197	2380880	34403515	1420904	1.68	1973245	1044856	1.89	486	0.0199	0.0097	-0.0051	0.0019	0.0086	0.0534	-0.0205	0.0114	0.008	0.0033	-0.0091	0.0267	0.0102	-0.009	-0.0054	0.0046	-0.0375	0.0046	0.0632	-0.0202	EUR	0.032	0.097	0.004	0.721	0.164	0.674	0.135	0.056	1.493	0.249	0.169	0.626	0.452	0	White-HiSeqX	1.493	Percent_lt_30bp_frags>=0.01,
Sample-487	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	30.926	0	0.008556	430	92.249	0.0145308	3788197	327560	3460637	179454	198062	0.91	19757	2370977	34437254	1417220	1.67	1959513	1034992	1.89	487	0.0163	0.0114	-0.0075	0.026	-0.006	-0.041	-0.032	-0.0185	0.0267	-0.0376	0.003	-0.0386	0.0332	0.0453	-0.0841	0.0224	0.017	-0.0246	-0.023	0.0143	EUR	0.242	0.251	0.2	0.369	0.736	0.674	4.103	0.118	0.674	0.408	0	0.235	0.551	0	White-HiSeqX	4.103	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-488	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE	27.911	0	0.008823	403	93.035	0.0285218	3741609	312133	3429476	178569	196947	0.91	13982	2361243	34596121	1380366	1.71	1970629	1035589	1.9	488	0.0176	0.0099	-6e-04	0.0085	0.002	-0.0407	0.0051	-0.0127	0.0011	0.0337	0.0474	-0.0341	0.0133	-0.0107	0.0319	0.0538	0.008	-0.0189	0.0181	-0.0467	EUR	1.181	1.127	1.022	0.649	1.027	0.674	0.299	0.289	3.181	1.998	0.674	0.462	0.49	0.674	White-HiSeqX	3.181	Percent_lt_30bp_frags>=0.01,
Sample-489	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE	32.546	0	0.010776	408	70.87	0.0035358	3860526	350380	3510146	184977	206258	0.9	19255	2474509	34484581	1386017	1.79	1987089	1054150	1.89	489	0.0168	0.0091	-0.0023	0.0313	0.0223	-0.0446	0.0103	0.0199	0.0025	0.0052	0.0091	-0.0241	-0.0167	0.0635	-0.0104	-0.0171	-0.0251	-0.0321	1e-04	0.034	EUR	1.215	1.044	1.105	1.382	1.402	0	3.72	1.7	0.474	1.754	2.023	1.494	1.398	0	White-HiSeqX	3.72	
Sample-490	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE	34.364	0	0.006938	387	92.117	0.0466276	3785679	320108	3465571	180645	199970	0.9	15850	2389927	34573583	1395752	1.71	1985395	1047416	1.9	490	0.0185	0.0096	-0.0072	0.012	-1e-04	-0.0384	-0.0067	-0.0045	-0.0156	0.0403	-0.0195	0.0361	-0.0193	0.0013	0.0189	-0.017	0.0062	-0.0156	-0.0205	0.0231	EUR	0.293	0.674	0.07	0.009	0.238	0	1.125	0.215	2.634	1.334	0.674	1.388	0.713	0.674	White-HiSeqX	2.634	Percent_lt_30bp_frags>=0.01,
Sample-491	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	28.369	0	0.005977	402	100.321	0.0436115	3686275	295029	3391246	172919	192439	0.9	12653	2251485	34532435	1434790	1.57	1939803	1019236	1.9	491	0.0183	0.012	-0.0143	-0.0263	-0.0077	0.0523	-0.0085	0.0259	0.0168	0.0161	-0.0032	-0.0106	-0.0108	-0.0024	-0.0016	0.0076	0.0246	0.0112	-0.0083	0.0085	EUR	2.296	2.098	2.03	2.44	2.203	0	1.312	2.216	1.636	0.35	1.686	1.472	2.153	0.674	White-HiSeqX	2.44	Percent_lt_30bp_frags>=0.01,
Sample-492	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	28.743	0	0.006374	320	115.496	0.0582911	3672826	291824	3381002	172175	190438	0.9	12672	2246764	34513721	1426062	1.58	1945099	1018901	1.91	492	0.0179	0.0095	-0.0118	0.0074	-0.026	0.0413	0.0011	0.0203	0.0394	-0.0162	-0.0021	-5e-04	-0.0388	-0.0373	-0.0116	-0.0188	-9e-04	0.0467	0.0201	0.0134	EUR	2.567	2.28	2.301	2.676	2.725	0	1.297	2.299	1.181	0.027	1.518	1.139	2.187	1.349	White-HiSeqX	2.725	Percent_lt_30bp_frags>=0.01,
Sample-493	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	31.796	0	0.005449	402	106.059	0.0475194	3750301	323182	3427119	176377	196887	0.9	12724	2325059	34469367	1425242	1.63	1954061	1032278	1.89	493	0.0187	0.0095	-0.0066	-0.007	-0.0449	-0.0049	-0.0119	0.022	-0.0498	-0.0012	-0.0155	0.0261	-0.0171	-0.034	0.0351	-0.0107	5e-04	0.0422	-0.0182	0.033	EUR	1.006	0.5	1.084	1.344	1.043	0	1.258	0.924	0.105	0.062	0.674	0.577	0.827	0	White-HiSeqX	1.344	Percent_lt_30bp_frags>=0.01,
Sample-494	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	30.936	0	0.005683	402	101.84	0.049256	3753344	322033	3431311	176913	197531	0.9	15614	2329301	34477663	1424043	1.64	1958609	1033424	1.9	494	0.018	0.01	-0.0029	-0.0049	0.0181	-0.0529	-0.012	-0.0019	-0.0145	0.0138	-0.0131	0.0053	-0.0076	-0.0098	-0.0222	0.0521	-0.0342	-0.0325	0.0339	-0.003	EUR	0.945	0.565	0.974	1.174	0.875	0	0.945	0.85	0.306	0.114	0.506	0.292	0.71	0.674	White-HiSeqX	1.174	Percent_lt_30bp_frags>=0.01,
Sample-495	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE	30.154	0	0.006961	406	62.142	0.0034246	3842906	345914	3496992	185025	207753	0.89	16201	2447266	34532951	1395640	1.75	1979075	1051770	1.88	495	0.0165	0.0073	-0.011	-0.0308	-0.0189	-0.0342	0.0172	0.0127	0.0398	-0.0065	0.0067	-0.0549	-0.0083	-4e-04	-0.0173	0.0492	0.0258	-0.0419	0.01	-0.0162	EUR	0.86	0.79	0.758	1.397	1.793	0.674	1.392	1.221	1.648	1.339	1.349	0.992	1.156	0.674	White-HiSeqX	1.793	
Sample-496	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	31.542	0	0.005937	423	87.716	0.0082415	3730830	309498	3421332	175798	195189	0.9	14834	2286977	34500915	1443853	1.58	1946919	1025155	1.9	496	0.0177	0.0071	-0.0131	-0.0026	0.0183	-0.0155	-0.0137	0.0095	0.0211	-0.0599	0.0014	-0.0126	-0.0531	-0.0079	-0.0037	0.003	-0.0143	0.0429	-0.0103	0.0375	EUR	1.398	1.277	1.237	1.527	1.486	0	0.351	1.593	0.871	0.741	1.518	1.025	1.551	0.674	White-HiSeqX	1.593	
Sample-497	G80551	LCSET-6341	1	Male	African American	HiSeqX	SAGE	30.149	0	0.00857	410	70.705	0.0041309	4507632	418597	4089035	211375	246204	0.86	51852	3064496	33837567	1443136	2.12	2357549	1240579	1.9	497	-0.0363	0.0184	-0.0014	0	0.0406	-0.0231	0.0329	0.0105	-0.0032	0.0398	0.01	-0.0124	-4e-04	0.0071	-0.0289	0.0291	0.0039	-0.0214	0.0062	-0.0152	AFR	0.587	0.058	0.627	0.65	0.04	0.674	0.914	0.097	2.047	0.293	0.363	0.889	0.589	NA	African American-HiSeqX	NA	
Sample-498	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	31.923	0	0.007933	372	114.708	0.0828016	3743057	326065	3416992	180029	199066	0.9	13910	2307502	34639359	1435555	1.61	1952127	1032209	1.89	498	0.0182	0.0084	-0.0098	-0.0058	-0.034	0.0221	0.0142	0.0376	-0.0261	0.0129	-0.0144	0.0227	-0.0123	-0.0385	0.0474	-0.0119	0.0218	-3e-04	-0.021	-0.0141	EUR	1.152	0.336	1.351	0.186	0.474	0	0.354	1.233	4.231	0.383	1.012	0.699	0.834	0	White-HiSeqX	4.231	nHomRefZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-499	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	34.883	0	0.006909	416	80.715	0.004492	3763020	320361	3442659	180977	200265	0.9	15982	2324395	34596942	1438625	1.62	1963073	1036817	1.89	499	0.0195	0.0102	0.0013	-0.0051	0.0065	-0.029	0.0037	0.0041	0.0135	0.0321	-0.0287	0.0306	-0.0126	-4e-04	-0.0142	0.0298	-7e-04	0.0165	0.007	-0.0215	EUR	0.75	0.66	0.674	0.114	0.161	0	1.226	0.936	3.201	0.515	0.843	0.012	0.365	0	White-HiSeqX	3.201	
Sample-500	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	27.822	0	0.005548	311	114.677	0.0576653	3700914	304112	3396802	172336	193556	0.89	12632	2262016	34473683	1438898	1.57	1950954	1025297	1.9	500	0.0188	0.0088	-0.0044	-0.0103	0.0619	0.0231	-0.0106	0.051	-0.0154	-0.0187	-0.0432	0.001	-0.0095	-0.0262	0.0441	0.0241	0.0106	0.004	-0.0076	0.0165	EUR	2.001	1.582	1.884	2.625	1.912	0.674	1.328	2.031	0.21	0.527	1.686	0.772	1.537	0.674	White-HiSeqX	2.625	Percent_lt_30bp_frags>=0.01,
Sample-501	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	28.453	0	0.009055	404	77.95	0.0043026	3790168	338424	3451744	182121	202941	0.9	13673	2357839	34549008	1432329	1.65	1947408	1034341	1.88	501	0.0174	0.0106	-0.0148	-0.0274	0.0205	-0.0181	0.0273	-0.0543	-0.0078	0.0288	0.049	0.0104	-0.0068	-0.0037	-0.023	-0.0131	0.0091	-0.0181	-0.0332	-0.0705	EUR	0.202	0.365	0.435	0.477	0.537	0	0.534	0.349	2.038	0.244	0.337	0.995	0.617	0.674	White-HiSeqX	2.038	
Sample-502	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE	30.098	0	0.00808	415	65.982	0.003495	3878454	358869	3519585	187588	208668	0.9	14923	2466438	34507491	1412016	1.75	1979214	1052694	1.88	502	0.017	0.0057	0.0031	-0.0098	-0.0176	-0.0483	-0.0201	-0.0037	-0.0331	-0.001	0.0046	-0.0027	0.0153	-0.0273	-0.035	0.0093	0.0727	0.0187	-0.024	0.0388	EUR	1.577	1.525	1.354	2.21	2.031	0	0.418	1.558	1.03	0.633	1.349	1	1.25	0.674	White-HiSeqX	2.21	
Sample-503	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	32.607	0	0.007887	408	78.999	0.0044027	3758983	332739	3426244	182392	200199	0.91	13388	2318292	34626343	1440691	1.61	1940272	1028332	1.89	503	0.0181	0.0105	-0.013	-0.0343	-0.0449	-0.0223	0.0055	-0.0059	0.046	0.0066	0.0453	-0.0097	0.0727	-0.0152	-0.008	0.0652	0.0352	-0.0354	0.053	-0.0102	EUR	0.831	0.042	1.107	0.563	0.178	0.674	0.751	1.043	3.915	0.605	1.012	1.442	1.228	0	White-HiSeqX	3.915	
Sample-504	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	30.141	0	0.00559	302	113.528	0.0672384	3776734	340070	3436664	178188	199683	0.89	14479	2296728	34486795	1480006	1.55	1946278	1034165	1.88	504	0.0203	0.01	-0.0039	0.0177	-0.0207	-0.002	0.007	-0.0246	-0.0074	0.0417	-0.043	0.0183	0.0173	0.0092	-0.0253	0.0101	0.0142	0.0424	-0.0178	0.0292	EUR	0.473	0.459	0.833	0.77	0.313	0.674	0.08	1.422	0.528	2.301	2.023	1.065	0.635	0.674	White-HiSeqX	2.301	Percent_lt_30bp_frags>=0.01,
Sample-505	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	31.475	0	0.007133	402	101.451	0.05917	3793029	339980	3453049	182923	202137	0.9	13602	2354216	34589529	1438813	1.64	1959498	1040930	1.88	505	0.0167	0.0068	-0.0087	-0.0355	0.0046	0.012	0.0032	0.0198	0.0046	6e-04	0.0053	0.0058	-0.0067	-7e-04	0.0314	0.0023	0.0468	-0.0216	-0.0254	-0.0037	EUR	0.334	1.04	0.08	1.262	0.769	0	0.618	0.088	0.823	0.536	0	0.333	0.285	1.349	NA-HiSeqX	1.349	Percent_lt_30bp_frags>=0.01,
Sample-506	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	30.628	0	0.004726	341	111.963	0.05291	3780488	314223	3466265	177379	197285	0.9	16904	2375880	34467226	1404608	1.69	1983903	1043435	1.9	506	0.0177	0.0095	-0.0123	0.0201	0.0089	0.0362	0.0528	-0.013	0.0044	0.0221	0.005	0.0076	0.0091	0.0219	0.0181	-0.0341	0.0153	0.007	-0.0111	-9e-04	EUR	0.115	0.367	0.383	0.327	0.215	0	1.521	0.409	0.194	0.674	0.674	0.944	0.523	0	NA-HiSeqX	1.521	Percent_lt_30bp_frags>=0.01,
Sample-507	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	26.684	0	0.00552	405	86.824	0.0061548	3809537	330936	3478601	183175	203115	0.9	17928	2415255	34556549	1394282	1.73	1978013	1046214	1.89	507	0.0193	0.0087	-0.0016	0.0097	-0.0047	-0.0322	-0.0148	-0.0169	0.0084	0.0234	-0.0257	0.0119	-0.0055	0.0018	-0.0858	-0.0041	-0.0271	0.0423	0.0075	-0.028	EUR	0.624	0.546	0.666	1.334	0.967	0	2.185	0.992	0.549	1.04	1.214	0.636	0.786	0.674	NA-HiSeqX	2.185	
Sample-508	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	30.319	0	0.007133	341	110.088	0.0836797	3862973	333294	3529679	183090	204278	0.9	27275	2444198	34464984	1418775	1.72	2034721	1071275	1.9	508	8e-04	-0.0053	0.0632	0.0017	0.0037	0.0409	-0.0126	0.0303	0.0071	-0.0196	0.0079	-0.0125	-0.014	-0.0324	-0.0086	0.0471	-0.0032	-9e-04	0.0419	0.013	AMR	1.56	0.674	1.838	1.309	1.202	0	8.241	1.421	0.212	0.173	1.079	3.602	3.165	0	NA-HiSeqX	8.241	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-509	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	28.996	0	0.010348	400	70.001	0.004094	3748065	325529	3422536	179347	198996	0.9	13275	2327358	34536140	1420707	1.64	1947253	1029210	1.89	509	0.018	0.01	-0.0235	0.0108	0.0307	0.01	-0.0085	0.0268	0.0484	-6e-04	-0.0047	0.0061	-0.0174	-0.0064	0.0116	0.004	0.0068	0.0336	-0.0313	-0.0228	EUR	0.453	0.25	0.621	0.237	0.132	0	0.83	0.31	0.379	0.105	0	0.973	0.828	0.674	NA-HiSeqX	0.973	
Sample-510	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	31.226	0	0.008593	409	107.888	0.0552968	3788490	339635	3448855	181470	199574	0.91	14173	2387634	34508498	1400856	1.7	1960126	1037920	1.89	510	0.0178	0.0096	-0.0082	-0.0126	0.0134	0.001	-0.0531	-0.0309	-0.0239	0.0338	-0.0101	-0.033	0.0383	-0.0358	-0.0222	0.0455	-0.0132	0.0446	-0.0215	0.0263	EUR	0.255	1.021	0.017	0.845	0.249	0.674	0.248	0.583	0.149	0.807	0.809	0.3	0.001	0.674	NA-HiSeqX	1.021	Percent_lt_30bp_frags>=0.01,
Sample-511	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	30.858	0	0.005404	400	106.773	0.0536525	3717228	311824	3405404	174223	194953	0.89	12928	2280800	34485690	1436428	1.59	1949038	1026184	1.9	511	0.0195	0.0088	-0.0068	5e-04	0.0094	-0.03	0.0053	0.0316	-0.0039	-0.025	0.0079	2e-04	0.0023	-0.0335	0.0281	0.0355	0.0071	0.0268	-0.0041	-0.0101	EUR	0.994	0.499	1.014	1.231	0.687	0.674	1.055	1	0.04	0.452	0.674	0.88	1.115	0	NA-HiSeqX	1.231	Percent_lt_30bp_frags>=0.01,
Sample-512	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	35.258	0	0.00594	405	97.893	0.0445893	3763518	333423	3430095	180705	200441	0.9	11703	2348875	34626693	1414643	1.66	1962329	1037695	1.89	512	0.0189	0.006	-0.0063	-0.0116	0.0374	-0.045	-0.0244	-0.0246	0.0086	0.0178	0.0085	-0.047	0.0414	-0.0349	-0.0042	0.0501	-0.0243	-0.0359	0.0143	-0.0091	EUR	0.183	0.682	0.447	0.626	0.425	0	1.849	0.009	1.131	0.319	0.27	0.185	0.022	0.674	NA-HiSeqX	1.849	Percent_lt_30bp_frags>=0.01,
Sample-513	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	30.805	0	0.006752	425	101.99	0.0353051	3804852	322460	3482392	180115	198931	0.91	14453	2411555	34437533	1393297	1.73	1970967	1040303	1.89	513	0.0187	0.0104	-0.0066	-0.0097	0.0102	-0.0104	0.0375	-0.046	0.0102	-0.0037	0.007	-0.0282	0.0448	-4e-04	-0.0354	-0.0018	0.0172	-0.0102	0.0042	-0.0194	EUR	0.542	0.083	0.753	0.457	0.119	0.674	0.067	0.937	0.44	1.075	1.214	0.267	0.225	0.674	NA-HiSeqX	1.214	Percent_lt_30bp_frags>=0.01,
Sample-514	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE	30.206	0	0.006036	391	97.588	0.0629645	3766331	331660	3434671	180296	200582	0.9	13098	2342675	34593719	1423656	1.65	1956290	1037263	1.89	514	0.0178	0.0106	-0.0017	-0.0176	0.0035	-0.0109	-0.0036	0.0039	-0.0225	-0.0254	-0.0253	0.0235	0.0105	-0.0044	0.015	-0.0061	0.0162	-0.0038	-0.0154	0.0481	EUR	0.133	0.585	0.342	0.509	0.453	0	0.945	0.083	0.857	0	0.135	0.501	0.063	0.674	NA-HiSeqX	0.945	Percent_lt_30bp_frags>=0.01,
Sample-515	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE	31.646	0	0.00585	419	60.536	0.0030027	3834543	335110	3499433	180332	202998	0.89	14503	2486186	34407539	1348357	1.84	1985378	1048213	1.89	515	0.0191	0.0091	-0.0136	-0.0123	-0.0156	0.0309	0.0015	0.0419	-9e-04	0.0235	-0.0227	0.0228	-0.0356	-0.0414	0.0258	0.0241	0.0232	0.0222	0.0227	-0.0172	EUR	0.692	0.177	0.823	0.09	0.552	0.674	0.098	1.905	1.396	3.379	2.867	1.387	0.794	0	White-HiSeqX	3.379	
Sample-516	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE	34.079	0	0.004409	399	101.465	0.041614	3785170	320107	3465063	181009	200143	0.9	17913	2385228	34567258	1399942	1.7	1989972	1049737	1.9	516	0.0187	0.0113	-0.0138	0.0059	-0.029	0.014	-0.0067	0.0346	0.0069	-0.0017	-0.0129	-0.0338	0.0211	-0.0012	0.004	0.0371	0.0095	-0.0432	-0.0089	-0.0064	EUR	0.303	0.674	0.084	0.124	0.193	0	2.697	0.132	2.481	1.154	0.506	1.675	0.949	0.674	White-HiSeqX	2.697	Percent_lt_30bp_frags>=0.01,
Sample-517	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	34.34	0	0.00418	359	110.383	0.0589838	3743156	312325	3430831	179073	194804	0.92	14946	2309081	34616291	1434075	1.61	1977367	1040135	1.9	517	0.0196	0.0095	0.0057	-0.0019	2e-04	0.0346	0.0428	-0.0311	-0.0074	0.0031	-0.0546	-0.0354	-8e-04	0.0285	-0.0148	-0.003	-0.0228	-0.032	-0.0038	0.0248	EUR	1.15	1.116	0.986	0.489	1.586	1.349	0.436	1.205	3.671	0.319	1.012	0.884	0.028	0.674	White-HiSeqX	3.671	Percent_lt_30bp_frags>=0.01,
Sample-518	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	31.257	0	0.004656	423	86.448	0.0031001	3958902	350165	3608737	188586	213744	0.88	27806	2566783	34392345	1392119	1.84	2059691	1087317	1.89	518	0.0045	0.0068	0.0164	0.0427	-0.0156	0.0179	0.026	0.0266	0.0192	-0.0485	-0.0094	0.0314	0.0086	-0.0022	0.0318	0.0113	0.0181	0.0183	0.0354	-0.003	AMR	3.198	1.031	3.705	2.526	3.356	1.349	10.237	3.32	1.764	1.491	2.867	6.048	4.771	0	White-HiSeqX	10.237	nTvZscore>=4,nTiZscore>=4,nSingletonsZscore>=4,
Sample-519	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	36.594	0	0.006239	415	67.667	0.002915	3766679	327643	3439036	181151	201708	0.9	14281	2337243	34607827	1429436	1.64	1951803	1035172	1.89	519	0.0181	0.0094	0.0032	5e-04	-0.0229	0.0154	-0.0538	-0.0053	0.01	-0.0044	0.0138	-0.0227	-0.0019	0.013	0.0026	-0.0169	0.0387	0.044	-0.0156	0.0507	EUR	0.676	0.247	0.77	0.169	0.215	0	0.071	0.711	3.465	0.119	0.506	0.719	0.532	0	White-HiSeqX	3.465	
Sample-520	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE	31.783	0	0.005796	420	99.213	0.0334225	3779198	334387	3444811	178297	200107	0.89	15372	2336885	34451525	1442313	1.62	1954320	1033083	1.89	520	0.0183	0.0075	-9e-04	-9e-04	-0.0472	-0.0219	-0.0404	-0.0519	-0.0039	0.0339	-0.0211	0.0134	-0.0259	0.003	0.0527	0.0374	0.0039	0.0158	0.0118	0.0154	EUR	0.424	0.136	0.618	0.735	0.202	0.674	0.761	0.717	0.328	0.674	0.843	0.561	0.745	0	White-HiSeqX	0.843	Percent_lt_30bp_frags>=0.01,
